id,name,description,type,source_url,image_url,image_path
46,Embouteillage,Embouteillage — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/9/93/France_road_sign_AK30.svg,images\France_road_sign_AK30.svg
164,Emplacement d'arrêt d'urgence,Emplacement d'arrêt d'urgence — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/e/ec/France_road_sign_C8.svg,images\France_road_sign_C8.svg
364,Emplacement d'arrêt d'urgence doté d'un poste d'appel d'urgence,Emplacement d'arrêt d'urgence doté d'un poste d'appel d'urgence — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/2/22/France_road_sign_M9e.svg,images\France_road_sign_M9e.svg
365,Emplacement d'arrêt d'urgence doté d'un poste d'appel d'urgence et d'un moyen de lutte contre l'incendie,Emplacement d'arrêt d'urgence doté d'un poste d'appel d'urgence et d'un moyen de lutte contre l'incendie — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/c/c8/France_road_sign_M9f.svg,images\France_road_sign_M9f.svg
235,Emplacement de mise à l’eau d’embarcations légères,Emplacement de mise à l’eau d’embarcations légères — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/f/f7/France_road_sign_CE19.svg,images\France_road_sign_CE19.svg
222,Emplacement pour pique-nique,Emplacement pour pique-nique — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/2/24/France_road_sign_CE7.svg,images\France_road_sign_CE7.svg
202,Entrée de tunnel,Entrée de tunnel — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/2/2a/France_road_sign_C111.svg,images\France_road_sign_C111.svg
71,Entrée de zone de rencontre,Entrée de zone de rencontre — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/1/14/France_road_sign_B52.svg,images\France_road_sign_B52.svg
65,Entrée de zone de stationnement interdit,Entrée de zone de stationnement interdit — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/f/fa/France_road_sign_B6b1.svg,images\France_road_sign_B6b1.svg
66,Entrée de zone de stationnement unilatéral à alternance semi-mensuelle,Entrée de zone de stationnement unilatéral à alternance semi-mensuelle — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/3/30/France_road_sign_B6b2.svg,images\France_road_sign_B6b2.svg
67,"Entrée de zone à stationnement de durée limitée, avec contrôle par disque","Entrée de zone à stationnement de durée limitée, avec contrôle par disque — panneau issu du Code de la route (liste des panneaux).",liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/1/12/France_road_sign_B6b3.svg,images\France_road_sign_B6b3.svg
68,Entrée de zone à stationnement payant,Entrée de zone à stationnement payant — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/0/0b/France_road_sign_B6b4.svg,images\France_road_sign_B6b4.svg
69,"Entrée de zone à stationnement unilatéral à alternance semi-mensuelle et à durée limitée, avec contrôle par disque","Entrée de zone à stationnement unilatéral à alternance semi-mensuelle et à durée limitée, avec contrôle par disque — panneau issu du Code de la route (liste des panneaux).",liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/1/11/France_road_sign_B6b5.svg,images\France_road_sign_B6b5.svg
70,Entrée de zone à vitesse limitée,Entrée de zone à vitesse limitée — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/5/51/France_road_sign_B30_%2830%29.svg,images\France_road_sign_B30__2830_29.svg
72,Entrée d’aire piétonne,Entrée d’aire piétonne — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/8/81/France_road_sign_B54.svg,images\France_road_sign_B54.svg
44,Feux temporaires,Feux temporaires — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/2/2b/France_road_sign_AK17.svg,images\France_road_sign_AK17.svg
209,Fin d'autoroute,Fin d'autoroute — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/e/e6/Autoroute_F_%28fin%29.svg,images\Autoroute_F__28fin_29.svg
190,Fin d'un créneau de dépassement à trois voies affectées,Fin d'un créneau de dépassement à trois voies affectées — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/7/71/France_road_sign_C30.svg,images\France_road_sign_C30.svg
150,Fin de chemin obligatoire pour cavaliers,Fin de chemin obligatoire pour cavaliers — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/f/f7/France_road_sign_B42.svg,images\France_road_sign_B42.svg
149,Fin de chemin obligatoire pour piétons,Fin de chemin obligatoire pour piétons — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/2/2e/France_road_sign_B41.svg,images\France_road_sign_B41.svg
108,Fin de la limitation de vitesse indiquée,Fin de la limitation de vitesse indiquée — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/4/47/France_road_sign_B33_%2850%29.svg,images\France_road_sign_B33__2850_29.svg
112,Fin de l’interdiction indiquée,Fin de l’interdiction indiquée — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/5/52/France_road_sign_B39.svg,images\France_road_sign_B39.svg
205,Fin de piste ou bande cyclable,Fin de piste ou bande cyclable — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/c/c6/France_road_sign_C114.svg,images\France_road_sign_C114.svg
148,Fin de piste ou bande obligatoire pour cycle,Fin de piste ou bande obligatoire pour cycle — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/5/5e/France_road_sign_B40.svg,images\France_road_sign_B40.svg
193,Fin de section à vitesse régulée,Fin de section à vitesse régulée — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/4/4a/France_road_sign_C51b.svg,images\France_road_sign_C51b.svg
107,Fin de toutes les interdictions précédemment signalées,Fin de toutes les interdictions précédemment signalées — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/6/6e/France_road_sign_B31.svg,images\France_road_sign_B31.svg
161,Fin de vitesse conseillée,Fin de vitesse conseillée — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/e/eb/France_road_sign_C4b_%2850%29.svg,images\France_road_sign_C4b__2850_29.svg
151,Fin de vitesse minimale obligatoire,Fin de vitesse minimale obligatoire — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/c/c2/France_road_sign_B43_%2830%29.svg,images\France_road_sign_B43__2830_29.svg
153,Fin de voie réservée aux véhicules des services réguliers de transport en commun,Fin de voie réservée aux véhicules des services réguliers de transport en commun — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/0/04/France_road_sign_B45a.svg,images\France_road_sign_B45a.svg
154,Fin de voie réservée aux véhicules lents,Fin de voie réservée aux véhicules lents — panneau issu du Code de la route (liste des panneaux).,liste_des_panneaux,https://fr.wikibooks.org/wiki/Code_de_la_route/Liste_des_panneaux,https://upload.wikimedia.org/wikipedia/commons/1/1b/Signal_B49_VL.svg,images\Signal_B49_VL.svg
